frequency,V(p001),V(vin),V(vout),I(C1),I(L1),I(R1),I(V1)
(44619.89198919892+0j),(-2.6548712636856014e-05-0.0001437136609111641j),(0.5+1.3877787807814457e-17j),(0.016509793338234453+0.08931678782667628j),(0.00966980413323531-0.0017863357565335249j),(0.00966980413323531-0.001786335756533525j),(0.009669804133235312-0.0017863357565335253j),(-0.009669804133235312+0.0017863357565335257j)
(44629.882988298836+0j),(-2.6548338111477168e-05-0.00014367935825343787j),(0.49999999999999994+0j),(0.016516962242336456+0.08933552678397635j),(0.009669660755153268-0.0017867105356795267j),(0.009669660755153268-0.001786710535679527j),(0.00966966075515327-0.0017867105356795272j),(-0.009669660755153272+0.0017867105356795274j)
(44639.87398739874+0j),(-2.6547963496235786e-05-0.00014364507053680423j),(0.5+1.3877787807814457e-17j),(0.016524132538829474+0.08935426487455742j),(0.00966951734922341-0.001787085297491148j),(0.009669517349223411-0.0017870852974911477j),(0.009669517349223411-0.0017870852974911481j),(-0.009669517349223413+0.0017870852974911488j)
(44649.86498649865+0j),(-2.6547588791151084e-05-0.00014361079775127285j),(0.5+0j),(0.016531304227580163+0.08937300209828107j),(0.009669373915448398-0.0017874600419656216j),(0.009669373915448396-0.0017874600419656211j),(0.009669373915448398-0.0017874600419656213j),(-0.009669373915448398+0.0017874600419656218j)
(44659.855985598566+0j),(-2.654721399624225e-05-0.00014357653988686248j),(0.49999999999999994+0j),(0.016538477308455115+0.08939173845500897j),(0.009669230453830899-0.001787834769100179j),(0.009669230453830897-0.001787834769100179j),(0.009669230453830897-0.0017878347691001795j),(-0.009669230453830897+0.0017878347691001797j)
(44669.84698469847+0j),(-2.654683911152851e-05-0.0001435422969336008j),(0.5+1.3877787807814457e-17j),(0.016545651781320957+0.08941047394460283j),(0.009669086964373581-0.0017882094788920558j),(0.009669086964373581-0.001788209478892056j),(0.009669086964373581-0.0017882094788920565j),(-0.009669086964373581+0.0017882094788920565j)
(44679.83798379838+0j),(-2.6546464137029052e-05-0.0001435080688815246j),(0.5-1.3877787807814457e-17j),(0.01655282764604423+0.0894292085669242j),(0.009668943447079116-0.0017885841713384846j),(0.009668943447079116-0.0017885841713384848j),(0.009668943447079116-0.0017885841713384844j),(-0.009668943447079116+0.001788584171338484j)
(44689.828982898296+0j),(-2.6546089072762986e-05-0.00014347385572067916j),(0.5+0j),(0.016560004902491484+0.08944794232183483j),(0.009668799901950168-0.0017889588464366963j),(0.00966879990195017-0.0017889588464366963j),(0.009668799901950171-0.0017889588464366966j),(-0.009668799901950173+0.0017889588464366968j)
(44699.819981998204+0j),(-2.6545713918749548e-05-0.00014343965744111918j),(0.5+0j),(0.016567183550529278+0.08946667520919645j),(0.009668656328989413-0.001789333504183929j),(0.009668656328989415-0.001789333504183929j),(0.009668656328989415-0.001789333504183929j),(-0.009668656328989415+0.001789333504183929j)
(44709.81098109811+0j),(-2.6545338675007825e-05-0.00014340547403290783j),(0.49999999999999994+0j),(0.016574363590024104+0.08948540722887072j),(0.009668512728199515-0.0017897081445774142j),(0.009668512728199517-0.0017897081445774144j),(0.009668512728199517-0.0017897081445774144j),(-0.009668512728199519+0.0017897081445774146j)
(44719.801980198026+0j),(-2.654496334155699e-05-0.0001433713054861174j),(0.49999999999999994+0j),(0.01658154502084247+0.08950413838071943j),(0.009668369099583149-0.0017900827676143889j),(0.009668369099583147-0.0017900827676143886j),(0.00966836909958315-0.0017900827676143886j),(-0.00966836909958315+0.0017900827676143889j)
(44729.792979297934+0j),(-2.654458791841614e-05-0.00014333715179082898j),(0.49999999999999994-1.3877787807814457e-17j),(0.01658872784285084+0.08952286866460432j),(0.009668225443142983-0.0017904573732920863j),(0.009668225443142983-0.0017904573732920863j),(0.009668225443142983-0.0017904573732920868j),(-0.009668225443142983+0.0017904573732920868j)
(44739.78397839784+0j),(-2.6544212405604395e-05-0.0001433030129371325j),(0.5-1.3877787807814457e-17j),(0.01659591205591568+0.08954159808038716j),(0.009668081758881685-0.0017908319616077432j),(0.009668081758881687-0.0017908319616077436j),(0.009668081758881687-0.0017908319616077434j),(-0.009668081758881687+0.0017908319616077432j)
(44749.77497749776+0j),(-2.6543836803140845e-05-0.00014326888891512683j),(0.5+0j),(0.0166030976599034+0.08956032662792972j),(0.009667938046801933-0.0017912065325585943j),(0.009667938046801933-0.0017912065325585943j),(0.009667938046801931-0.0017912065325585945j),(-0.009667938046801935+0.001791206532558595j)
(44759.765976597664+0j),(-2.654346111104458e-05-0.00014323477971491956j),(0.5+0j),(0.01661028465468044+0.08957905430709383j),(0.009667794306906391-0.0017915810861418762j),(0.009667794306906391-0.0017915810861418766j),(0.009667794306906391-0.0017915810861418766j),(-0.009667794306906391+0.0017915810861418766j)
(44769.75697569757+0j),(-2.654308532933469e-05-0.0001432006853266273j),(0.5+0j),(0.016617473040113188+0.08959778111774129j),(0.009667650539197735-0.0017919556223548257j),(0.009667650539197737-0.001791955622354826j),(0.009667650539197737-0.001791955622354826j),(-0.009667650539197737+0.001791955622354826j)
(44779.74797479749+0j),(-2.654270945803022e-05-0.0001431666057403753j),(0.5-1.3877787807814457e-17j),(0.016624662816068024+0.08961650705973398j),(0.009667506743678639-0.00179233014119468j),(0.009667506743678639-0.00179233014119468j),(0.00966750674367864-0.0017923301411946798j),(-0.00966750674367864+0.0017923301411946798j)
(44789.738973897394+0j),(-2.6542333497150215e-05-0.0001431325409462978j),(0.5+0j),(0.016631853982411286+0.08963523213293371j),(0.009667362920351774-0.0017927046426586743j),(0.009667362920351773-0.0017927046426586743j),(0.009667362920351774-0.0017927046426586743j),(-0.009667362920351774+0.001792704642658674j)
(44799.7299729973+0j),(-2.6541957446713728e-05-0.00014309849093453766j),(0.5+0j),(0.016639046539009324+0.08965395633720238j),(0.009667219069219817-0.0017930791267440481j),(0.009667219069219813-0.0017930791267440477j),(0.009667219069219813-0.0017930791267440477j),(-0.009667219069219813+0.0017930791267440477j)
(44809.72097209722+0j),(-2.6541581306739773e-05-0.0001430644556952466j),(0.5-1.3877787807814457e-17j),(0.016646240485728457+0.08967267967240188j),(0.009667075190285432-0.001793453593448038j),(0.00966707519028543-0.001793453593448038j),(0.009667075190285432-0.0017934535934480379j),(-0.009667075190285432+0.0017934535934480379j)
(44819.711971197125+0j),(-2.654120507724735e-05-0.00014303043521858523j),(0.5+1.3877787807814457e-17j),(0.016653435822434958+0.08969140213839409j),(0.0096669312835513-0.0017938280427678816j),(0.0096669312835513-0.0017938280427678816j),(0.0096669312835513-0.0017938280427678816j),(-0.0096669312835513+0.0017938280427678818j)
(44829.70297029703+0j),(-2.6540828758255504e-05-0.00014299642949472285j),(0.5-1.3877787807814457e-17j),(0.016660632548995146+0.08971012373504099j),(0.009666787349020095-0.0017942024747008198j),(0.009666787349020097-0.0017942024747008203j),(0.009666787349020097-0.00179420247470082j),(-0.009666787349020097+0.00179420247470082j)
(44839.69396939694+0j),(-2.6540452349783184e-05-0.0001429624385138376j),(0.5+0j),(0.01666783066527523+0.08972884446220446j),(0.009666643386694497-0.0017945768892440892j),(0.009666643386694497-0.0017945768892440892j),(0.009666643386694497-0.0017945768892440892j),(-0.009666643386694497+0.0017945768892440896j)
(44849.684968496855+0j),(-2.6540075851849395e-05-0.0001429284622661162j),(0.5+0j),(0.016675030171141483+0.08974756431974651j),(0.00966649939657717-0.0017949512863949303j),(0.00966649939657717-0.00179495128639493j),(0.00966649939657717-0.0017949512863949303j),(-0.00966649939657717+0.0017949512863949303j)
(44859.67596759676+0j),(-2.6539699264473095e-05-0.00014289450074175437j),(0.5000000000000001+0j),(0.01668223106646011+0.08976628330752907j),(0.009666355378670801-0.0017953256661505821j),(0.0096663553786708-0.0017953256661505817j),(0.009666355378670801-0.0017953256661505815j),(-0.0096663553786708+0.0017953256661505815j)
(44869.66696669667+0j),(-2.6539322587673216e-05-0.0001428605539309563j),(0.5+0j),(0.01668943335109729+0.08978500142541414j),(0.009666211332978054-0.0017957000285082827j),(0.009666211332978054-0.0017957000285082827j),(0.009666211332978054-0.0017957000285082829j),(-0.009666211332978054+0.0017957000285082829j)
(44879.657965796585+0j),(-2.653894582146873e-05-0.00014282662182393512j),(0.5+0j),(0.016696637024919244+0.08980371867326378j),(0.009666067259501617-0.0017960743734652756j),(0.009666067259501615-0.0017960743734652756j),(0.009666067259501615-0.0017960743734652758j),(-0.009666067259501615+0.0017960743734652758j)
(44889.64896489649+0j),(-2.653856896587855e-05-0.00014279270441091253j),(0.5+0j),(0.01670384208779209+0.08982243505093995j),(0.009665923158244154-0.0017964487010187985j),(0.009665923158244157-0.0017964487010187992j),(0.009665923158244159-0.0017964487010187992j),(-0.00966592315824416+0.0017964487010187996j)
(44899.6399639964+0j),(-2.6538192020921623e-05-0.00014275880168211923j),(0.5+0j),(0.016711048539581996+0.08984115055830477j),(0.00966577902920836-0.001796823011166095j),(0.00966577902920836-0.0017968230111660957j),(0.00966577902920836-0.0017968230111660955j),(-0.00966577902920836+0.0017968230111660953j)
(44909.630963096315+0j),(-2.6537814986616815e-05-0.0001427249136277941j),(0.49999999999999994+0j),(0.01671825638015505+0.0898598651952202j),(0.009665634872396897-0.0017971973039044038j),(0.009665634872396895-0.0017971973039044038j),(0.009665634872396897-0.001797197303904404j),(-0.009665634872396899+0.0017971973039044042j)
(44919.62196219622+0j),(-2.6537437862983075e-05-0.0001426910402381853j),(0.5-1.3877787807814457e-17j),(0.01672546560937739+0.08987857896154842j),(0.009665490687812452-0.001797571579230969j),(0.009665490687812452-0.0017975715792309685j),(0.009665490687812453-0.0017975715792309687j),(-0.009665490687812453+0.0017975715792309687j)
(44929.61296129613+0j),(-2.6537060650039238e-05-0.0001426571815035492j),(0.5+0j),(0.016732676227115065+0.08989729185715147j),(0.0096653464754577-0.00179794583714303j),(0.009665346475457698-0.0017979458371430296j),(0.0096653464754577-0.0017979458371430294j),(-0.0096653464754577+0.0017979458371430294j)
(44939.603960396045+0j),(-2.6536683347804172e-05-0.00014262333741415101j),(0.49999999999999994+1.3877787807814457e-17j),(0.01673988823323414+0.08991600388189147j),(0.009665202235335315-0.0017983200776378288j),(0.009665202235335315-0.0017983200776378288j),(0.009665202235335317-0.0017983200776378293j),(-0.009665202235335317+0.0017983200776378297j)
(44949.59495949595+0j),(-2.6536305956296785e-05-0.0001425895079602647j),(0.49999999999999994+0j),(0.01674710162760068+0.08993471503563058j),(0.009665057967447986-0.0017986943007126113j),(0.009665057967447986-0.0017986943007126115j),(0.009665057967447986-0.0017986943007126117j),(-0.009665057967447986+0.001798694300712612j)
(44959.58595859586+0j),(-2.6535928475535902e-05-0.00014255569313217285j),(0.49999999999999994+0j),(0.016754316410080673+0.08995342531823089j),(0.009664913671798383-0.0017990685063646176j),(0.009664913671798387-0.001799068506364618j),(0.009664913671798385-0.0017990685063646178j),(-0.009664913671798387+0.001799068506364618j)
(44969.576957695775+0j),(-2.653555090554034e-05-0.0001425218929201665j),(0.5+0j),(0.016761532580540136+0.0899721347295546j),(0.009664769348389194-0.0017994426945910915j),(0.009664769348389196-0.001799442694591092j),(0.009664769348389198-0.0017994426945910922j),(-0.009664769348389198+0.0017994426945910922j)
(44979.56795679568+0j),(-2.653517324632896e-05-0.0001424881073145456j),(0.5+1.3877787807814457e-17j),(0.016768750138845052+0.0899908432694639j),(0.0096646249972231-0.001799816865389278j),(0.009664624997223098-0.0017998168653892777j),(0.0096646249972231-0.0017998168653892777j),(-0.0096646249972231+0.001799816865389278j)
(44989.55895589559+0j),(-2.653479549792056e-05-0.00014245433630561842j),(0.5+0j),(0.016775969084861397+0.09000955093782102j),(0.009664480618302773-0.0018001910187564205j),(0.009664480618302773-0.0018001910187564203j),(0.009664480618302771-0.0018001910187564205j),(-0.009664480618302773+0.001800191018756421j)
(44999.549954995506+0j),(-2.6534417660333934e-05-0.00014242057988370207j),(0.5+0j),(0.016783189418455087+0.09002825773448808j),(0.009664336211630898-0.0018005651546897621j),(0.009664336211630898-0.001800565154689762j),(0.0096643362116309-0.0018005651546897617j),(-0.0096643362116309+0.0018005651546897621j)
(45009.54095409541+0j),(-2.6534039733587867e-05-0.00014238683803912224j),(0.5+0j),(0.01679041113949205+0.09004696365932739j),(0.009664191777210158-0.0018009392731865475j),(0.00966419177721016-0.0018009392731865475j),(0.00966419177721016-0.001800939273186548j),(-0.009664191777210162+0.0018009392731865484j)
(45019.53195319532+0j),(-2.6533661717701167e-05-0.00014235311076221321j),(0.5+0j),(0.016797634247838193+0.09006566871220115j),(0.009664047315043237-0.0018013133742440233j),(0.009664047315043238-0.0018013133742440228j),(0.009664047315043237-0.001801313374244023j),(-0.009664047315043237+0.001801313374244023j)
(45029.522952295236+0j),(-2.6533283612692567e-05-0.00014231939804331764j),(0.5000000000000001-1.3877787807814457e-17j),(0.01680485874335941+0.09008437289297168j),(0.009663902825132811-0.0018016874578594335j),(0.009663902825132811-0.0018016874578594335j),(0.009663902825132815-0.001801687457859434j),(-0.009663902825132813+0.001801687457859434j)
(45039.51395139514+0j),(-2.653290541858085e-05-0.0001422856998727871j),(0.5+0j),(0.016812084625921552+0.09010307620150122j),(0.009663758307481568-0.0018020615240300247j),(0.00966375830748157-0.0018020615240300247j),(0.00966375830748157-0.0018020615240300244j),(-0.00966375830748157+0.0018020615240300244j)
(45049.50495049505+0j),(-2.6532527135384733e-05-0.00014225201624098145j),(0.49999999999999994+1.3877787807814457e-17j),(0.016819311895390456+0.09012177863765208j),(0.009663613762092188-0.0018024355727530412j),(0.009663613762092188-0.0018024355727530412j),(0.009663613762092191-0.0018024355727530414j),(-0.009663613762092191+0.0018024355727530418j)
(45059.495949594966+0j),(-2.6532148763123005e-05-0.0001422183471382693j),(0.5000000000000001-1.3877787807814457e-17j),(0.016826540551631994+0.09014048020128669j),(0.009663469188967362-0.0018028096040257342j),(0.009663469188967364-0.001802809604025734j),(0.009663469188967362-0.0018028096040257342j),(-0.009663469188967362+0.001802809604025734j)
(45069.486948694874+0j),(-2.6531770301814323e-05-0.00014218469255502763j),(0.5000000000000001+0j),(0.016833770594511917+0.09015918089226722j),(0.009663324588109765-0.0018031836178453449j),(0.009663324588109763-0.0018031836178453446j),(0.009663324588109765-0.0018031836178453444j),(-0.009663324588109763+0.0018031836178453446j)
(45079.47794779478+0j),(-2.6531391751477406e-05-0.00014215105248164197j),(0.49999999999999994+0j),(0.016841002023896025+0.09017788071045608j),(0.009663179959522076-0.0018035576142091212j),(0.009663179959522077-0.0018035576142091216j),(0.009663179959522079-0.0018035576142091218j),(-0.009663179959522079+0.001803557614209122j)
(45089.468946894696+0j),(-2.6531013112130997e-05-0.00014211742690850665j),(0.5+0j),(0.016848234839650107+0.0901965796557157j),(0.009663035303206995-0.0018039315931143141j),(0.009663035303206996-0.0018039315931143145j),(0.009663035303206998-0.0018039315931143141j),(-0.009663035303206998+0.0018039315931143141j)
(45099.459945994604+0j),(-2.653063438379373e-05-0.0001420838158260242j),(0.49999999999999994-1.3877787807814457e-17j),(0.016855469041639874+0.09021527772790838j),(0.009662890619167197-0.0018043055545581676j),(0.009662890619167199-0.0018043055545581678j),(0.009662890619167202-0.001804305554558168j),(-0.009662890619167202+0.001804305554558168j)
(45109.45094509451+0j),(-2.6530255566484328e-05-0.00014205021922460595j),(0.5+1.3877787807814457e-17j),(0.016862704629731076+0.09023397492689662j),(0.00966274590740538-0.0018046794985379323j),(0.009662745907405377-0.001804679498537932j),(0.009662745907405379-0.0018046794985379323j),(-0.009662745907405379+0.0018046794985379325j)
(45119.44194419443+0j),(-2.6529876660221416e-05-0.00014201663709467123j),(0.49999999999999994+0j),(0.016869941603789428+0.0902526712525428j),(0.00966260116792421-0.0018050534250508557j),(0.00966260116792421-0.0018050534250508557j),(0.00966260116792421-0.001805053425050856j),(-0.00966260116792421+0.001805053425050856j)
(45129.432943294334+0j),(-2.652949766502368e-05-0.00014198306942664847j),(0.49999999999999994+0j),(0.016877179963680603+0.09027136670470935j),(0.00966245640072639-0.001805427334094187j),(0.009662456400726386-0.0018054273340941869j),(0.009662456400726388-0.001805427334094187j),(-0.009662456400726388+0.0018054273340941875j)
(45139.42394239424+0j),(-2.6529118580909723e-05-0.00014194951621097408j),(0.5+0j),(0.01688441970927028+0.09029006128325875j),(0.009662311605814594-0.0018058012256651748j),(0.009662311605814594-0.001805801225665175j),(0.009662311605814594-0.001805801225665175j),(-0.009662311605814594+0.0018058012256651748j)
(45149.41494149415+0j),(-2.6528739407898222e-05-0.00014191597743809335j),(0.5-1.3877787807814457e-17j),(0.016891660840424105+0.09030875498805348j),(0.009662166783191518-0.00180617509976107j),(0.009662166783191518-0.00180617509976107j),(0.009662166783191518-0.0018061750997610698j),(-0.009662166783191518+0.0018061750997610698j)
(45159.405940594064+0j),(-2.6528360146007737e-05-0.00014188245309845965j),(0.5+0j),(0.0168989033570077+0.090327447818956j),(0.009662021932859843-0.0018065489563791198j),(0.009662021932859845-0.0018065489563791205j),(0.009662021932859846-0.00180654895637912j),(-0.009662021932859846+0.00180654895637912j)
(45169.39693969397+0j),(-2.6527980795256923e-05-0.00014184894318253522j),(0.5+0j),(0.016906147258886672+0.09034613977582884j),(0.009661877054822266-0.0018069227955165767j),(0.009661877054822266-0.0018069227955165767j),(0.009661877054822268-0.0018069227955165767j),(-0.00966187705482227+0.001806922795516577j)
(45179.38793879388+0j),(-2.652760135566435e-05-0.00014181544768079033j),(0.49999999999999994+0j),(0.01691339254592662+0.09036483085853451j),(0.009661732149081467-0.00180729661717069j),(0.009661732149081465-0.00180729661717069j),(0.009661732149081467-0.0018072966171706903j),(-0.009661732149081467+0.0018072966171706905j)
(45189.378937893795+0j),(-2.6527221827248636e-05-0.00014178196658370392j),(0.5000000000000001-1.3877787807814457e-17j),(0.01692063921799313+0.09038352106693563j),(0.009661587215640139-0.0018076704213387134j),(0.00966158721564014-0.0018076704213387132j),(0.00966158721564014-0.001807670421338713j),(-0.009661587215640139+0.0018076704213387126j)
(45199.3699369937+0j),(-2.6526842210028294e-05-0.00014174849988176326j),(0.5+0j),(0.016927887274951727+0.09040221040089469j),(0.009661442254500965-0.0018080442080178932j),(0.009661442254500965-0.0018080442080178937j),(0.009661442254500966-0.001808044208017894j),(-0.009661442254500968+0.0018080442080178941j)
(45209.36093609361+0j),(-2.6526462504021948e-05-0.00014171504756546415j),(0.5-1.3877787807814457e-17j),(0.016935136716667968+0.0904208988602743j),(0.009661297265666639-0.001808417977205486j),(0.00966129726566664-0.0018084179772054865j),(0.00966129726566664-0.0018084179772054863j),(-0.00966129726566664+0.0018084179772054863j)
(45219.351935193525+0j),(-2.6526082709248118e-05-0.00014168160962531068j),(0.5+0j),(0.016942387543007344+0.09043958644493705j),(0.009661152249139852-0.001808791728898741j),(0.009661152249139854-0.0018087917288987412j),(0.009661152249139852-0.001808791728898741j),(-0.009661152249139854+0.001808791728898741j)
(45229.34293429343+0j),(-2.6525702825725344e-05-0.0001416481860518153j),(0.5+0j),(0.016949639753835368+0.09045827315474558j),(0.00966100720492329-0.0018091654630949115j),(0.009661007204923293-0.0018091654630949118j),(0.009661007204923293-0.0018091654630949118j),(-0.009661007204923293+0.0018091654630949113j)
(45239.33393339334+0j),(-2.6525322853472158e-05-0.00014161477683549914j),(0.49999999999999994+1.3877787807814457e-17j),(0.01695689334901749+0.09047695898956248j),(0.00966086213301965-0.0018095391797912491j),(0.00966086213301965-0.0018095391797912496j),(0.009660862133019648-0.0018095391797912494j),(-0.00966086213301965+0.0018095391797912498j)
(45249.324932493255+0j),(-2.6524942792507084e-05-0.00014158138196689127j),(0.49999999999999994+0j),(0.016964148328419183+0.09049564394925043j),(0.009660717033431618-0.0018099128789850088j),(0.009660717033431614-0.0018099128789850086j),(0.009660717033431616-0.0018099128789850086j),(-0.009660717033431616+0.0018099128789850086j)
(45259.31593159316+0j),(-2.652456264284863e-05-0.0001415480014365295j),(0.5-1.3877787807814457e-17j),(0.016971404691905882+0.09051432803367211j),(0.009660571906161885-0.001810286560673443j),(0.009660571906161883-0.0018102865606734427j),(0.009660571906161883-0.0018102865606734425j),(-0.009660571906161885+0.0018102865606734427j)
(45269.30693069307+0j),(-2.652418240451525e-05-0.0001415146352349597j),(0.49999999999999994+0j),(0.016978662439342977+0.09053301124269017j),(0.00966042675121314-0.001810660224853803j),(0.009660426751213142-0.0018106602248538029j),(0.00966042675121314-0.0018106602248538035j),(-0.00966042675121314+0.0018106602248538037j)
(45279.297929792985+0j),(-2.652380207752549e-05-0.00014148128335273632j),(0.5+0j),(0.01698592157059591+0.09055169357616735j),(0.009660281568588083-0.0018110338715233475j),(0.00966028156858808-0.0018110338715233473j),(0.009660281568588083-0.001811033871523347j),(-0.009660281568588084+0.0018110338715233473j)
(45289.28892889289+0j),(-2.6523421661897764e-05-0.00014144794578042205j),(0.5+0j),(0.01699318208553001+0.09057037503396634j),(0.0096601363582894-0.0018114075006793267j),(0.009660136358289398-0.0018114075006793265j),(0.0096601363582894-0.001811407500679327j),(-0.0096601363582894+0.001811407500679327j)
(45299.2799279928+0j),(-2.652304115765058e-05-0.000141414622508588j),(0.5+0j),(0.017000443984010676+0.09058905561594996j),(0.009659991120319787-0.0018117811123189987j),(0.009659991120319789-0.0018117811123189989j),(0.009659991120319787-0.0018117811123189993j),(-0.009659991120319787+0.001811781112318999j)
(45309.270927092715+0j),(-2.6522660564802372e-05-0.00014138131352781338j),(0.5+0j),(0.017007707265903223+0.09060773532198085j),(0.009659845854681935-0.0018121547064396178j),(0.009659845854681933-0.0018121547064396174j),(0.009659845854681935-0.0018121547064396172j),(-0.009659845854681938+0.0018121547064396176j)
(45319.26192619262+0j),(-2.6522279883371566e-05-0.00014134801882868608j),(0.5+0j),(0.017014971931072962+0.09062641415192188j),(0.009659700561378541-0.0018125282830384376j),(0.009659700561378543-0.0018125282830384374j),(0.009659700561378541-0.0018125282830384376j),(-0.009659700561378541+0.0018125282830384376j)
(45329.25292529253+0j),(-2.65218991133766e-05-0.0001413147384018019j),(0.5+0j),(0.017022237979385204+0.09064509210563576j),(0.009659555240412298-0.0018129018421127157j),(0.009659555240412294-0.0018129018421127155j),(0.009659555240412296-0.0018129018421127153j),(-0.009659555240412296+0.001812901842112715j)
(45339.243924392445+0j),(-2.6521518254835896e-05-0.0001412814722377652j),(0.5-1.3877787807814457e-17j),(0.01702950541070523+0.09066376918298538j),(0.009659409891785898-0.0018132753836597082j),(0.009659409891785898-0.001813275383659708j),(0.009659409891785896-0.001813275383659708j),(-0.009659409891785896+0.0018132753836597078j)
(45349.23492349235+0j),(-2.652113730776783e-05-0.0001412482203271884j),(0.49999999999999994-1.3877787807814457e-17j),(0.017036774224898292+0.09068244538383351j),(0.00965926451550203-0.00181364890767667j),(0.009659264515502032-0.0018136489076766703j),(0.009659264515502032-0.0018136489076766705j),(-0.009659264515502034+0.0018136489076766708j)
(45359.22592259226+0j),(-2.652075627219083e-05-0.00014121498266069253j),(0.49999999999999994+0j),(0.01704404442182963+0.09070112070804301j),(0.009659119111563403-0.00181402241416086j),(0.009659119111563405-0.0018140224141608603j),(0.009659119111563407-0.0018140224141608603j),(-0.009659119111563407+0.0018140224141608605j)
(45369.216921692176+0j),(-2.6520375148123283e-05-0.00014118175922890665j),(0.49999999999999994+0j),(0.017051316001364482+0.09071979515547679j),(0.00965897367997271-0.0018143959031095358j),(0.00965897367997271-0.0018143959031095358j),(0.00965897367997271-0.0018143959031095358j),(-0.009658973679972711+0.001814395903109536j)
(45379.20792079208+0j),(-2.6519993935583548e-05-0.0001411485500224681j),(0.5+0j),(0.017058588963368034+0.09073846872599768j),(0.009658828220732642-0.001814769374519954j),(0.009658828220732638-0.0018147693745199536j),(0.00965882822073264-0.0018147693745199536j),(-0.00965882822073264+0.0018147693745199536j)
(45389.19891989199+0j),(-2.6519612634589978e-05-0.00014111535503202242j),(0.5+0j),(0.01706586330770548+0.09075714141946861j),(0.009658682733845894-0.0018151428283893721j),(0.009658682733845894-0.0018151428283893723j),(0.00965868273384589-0.0018151428283893723j),(-0.00965868273384589+0.0018151428283893723j)
(45399.189918991906+0j),(-2.6519231245160937e-05-0.00014108217424822344j),(0.49999999999999994-1.3877787807814457e-17j),(0.017073139034241975+0.09077581323575246j),(0.00965853721931516-0.0018155162647150499j),(0.009658537219315162-0.0018155162647150497j),(0.00965853721931516-0.0018155162647150495j),(-0.009658537219315162+0.0018155162647150495j)
(45409.18091809181+0j),(-2.6518849767314745e-05-0.00014104900766173344j),(0.49999999999999994+1.3877787807814457e-17j),(0.01708041614284265+0.09079448417471217j),(0.009658391677143148-0.0018158896834942432j),(0.009658391677143148-0.0018158896834942432j),(0.009658391677143146-0.0018158896834942432j),(-0.009658391677143148+0.0018158896834942432j)
(45419.17191719172+0j),(-2.6518468201069765e-05-0.00014101585526322253j),(0.49999999999999994+0j),(0.017087694633372657+0.09081315423621072j),(0.009658246107332544-0.0018162630847242147j),(0.009658246107332546-0.0018162630847242147j),(0.009658246107332546-0.0018162630847242144j),(-0.009658246107332546+0.0018162630847242149j)
(45429.162916291636+0j),(-2.6518086546444283e-05-0.0001409827170433693j),(0.49999999999999994+0j),(0.017094974505697087+0.09083182342011106j),(0.009658100509886055-0.0018166364684022213j),(0.009658100509886056-0.0018166364684022217j),(0.009658100509886058-0.0018166364684022213j),(-0.009658100509886058+0.0018166364684022215j)
(45439.153915391544+0j),(-2.6517704803456622e-05-0.00014094959299286054j),(0.5+0j),(0.01710225575968102+0.09085049172627621j),(0.009657954884806379-0.0018170098345255238j),(0.00965795488480638-0.001817009834525524j),(0.00965795488480638-0.0018170098345255243j),(-0.00965795488480638+0.0018170098345255243j)
(45449.14491449145+0j),(-2.651732297212508e-05-0.0001409164831023911j),(0.5+1.3877787807814457e-17j),(0.017109538395189527+0.09086915915456911j),(0.00965780923209621-0.0018173831830913822j),(0.00965780923209621-0.0018173831830913822j),(0.00965780923209621-0.001817383183091382j),(-0.00965780923209621+0.001817383183091382j)
(45459.135913591366+0j),(-2.6516941052467927e-05-0.00014088338736266398j),(0.5+0j),(0.01711682241208767+0.09088782570485288j),(0.009657663551758247-0.001817756514097057j),(0.009657663551758247-0.0018177565140970573j),(0.009657663551758247-0.0018177565140970575j),(-0.009657663551758247+0.0018177565140970575j)
(45469.126912691274+0j),(-2.6516559044503478e-05-0.00014085030576439062j),(0.5-1.3877787807814457e-17j),(0.017124107810240475+0.0909064913769905j),(0.00965751784379519-0.0018181298275398105j),(0.009657517843795193-0.0018181298275398103j),(0.00965751784379519-0.0018181298275398103j),(-0.00965751784379519+0.0018181298275398103j)
(45479.11791179118+0j),(-2.651617694824992e-05-0.0001408172382982904j),(0.5+0j),(0.017131394589512912+0.09092515617084498j),(0.009657372108209742-0.0018185031234168995j),(0.009657372108209742-0.0018185031234168995j),(0.009657372108209742-0.0018185031234168997j),(-0.009657372108209742+0.0018185031234168995j)
(45489.10891089109+0j),(-2.6515794763725568e-05-0.0001407841849550909j),(0.49999999999999994+0j),(0.017138682749770002+0.09094382008627945j),(0.009657226345004597-0.0018188764017255889j),(0.009657226345004601-0.001818876401725589j),(0.0096572263450046-0.001818876401725589j),(-0.009657226345004601+0.0018188764017255893j)
(45499.099909991004+0j),(-2.651541249094865e-05-0.0001407511457255279j),(0.5+0j),(0.017145972290876728+0.09096248312315706j),(0.009657080554182466-0.0018192496624631412j),(0.009657080554182464-0.0018192496624631414j),(0.009657080554182466-0.0018192496624631414j),(-0.009657080554182466+0.0018192496624631416j)
(45509.09090909091+0j),(-2.6515030129937376e-05-0.00014071812060034532j),(0.49999999999999994+1.3877787807814457e-17j),(0.017153263212697997+0.09098114528134081j),(0.009656934735746038-0.0018196229056268158j),(0.009656934735746038-0.0018196229056268158j),(0.00965693473574604-0.001819622905626816j),(-0.00965693473574604+0.0018196229056268165j)
