frequency,V(p001),V(vin),V(vout),I(C1),I(L1),I(R1),I(V1)
(45519.08190819082+0j),(-2.6514647680710022e-05-0.00014068510957029526j),(0.5-1.3877787807814457e-17j),(0.017160555515098794+0.09099980656069395j),(0.009656788889698027-0.0018199961312138793j),(0.009656788889698025-0.0018199961312138791j),(0.009656788889698023-0.0018199961312138793j),(-0.009656788889698025+0.0018199961312138791j)
(45529.072907290734+0j),(-2.6514265143284733e-05-0.00014065211262613767j),(0.5-1.3877787807814457e-17j),(0.01716784919794399+0.09101846696107951j),(0.009656643016041123-0.0018203693392215914j),(0.009656643016041118-0.001820369339221591j),(0.00965664301604112-0.0018203693392215906j),(-0.009656643016041121+0.0018203693392215903j)
(45539.06390639064+0j),(-2.6513882517679745e-05-0.00014061912975864096j),(0.5+0j),(0.01717514426109851+0.09103712648236081j),(0.009656497114778033-0.001820742529647217j),(0.009656497114778033-0.0018207425296472167j),(0.00965649711477803-0.0018207425296472163j),(-0.00965649711477803+0.0018207425296472163j)
(45549.05490549055+0j),(-2.6513499803913224e-05-0.00014058616095858148j),(0.5-1.3877787807814457e-17j),(0.01718244070442719+0.09105578512440086j),(0.009656351185911459-0.0018211157024880182j),(0.009656351185911457-0.001821115702488018j),(0.009656351185911457-0.0018211157024880175j),(-0.009656351185911457+0.0018211157024880173j)
(45559.045904590464+0j),(-2.6513117002003357e-05-0.00014055320621674365j),(0.5000000000000001+0j),(0.01718973852779491+0.09107444288706298j),(0.009656205229444104-0.0018214888577412602j),(0.009656205229444104-0.0018214888577412604j),(0.009656205229444104-0.0018214888577412598j),(-0.009656205229444104+0.0018214888577412598j)
(45569.03690369037+0j),(-2.6512734111968293e-05-0.00014052026552392006j),(0.5+0j),(0.01719703773106648+0.0910930997702103j),(0.009656059245378669-0.001821861995404206j),(0.00965605924537867-0.0018218619954042062j),(0.00965605924537867-0.001821861995404206j),(-0.00965605924537867+0.001821861995404206j)
(45579.02790279028+0j),(-2.651235113382622e-05-0.0001404873388709114j),(0.49999999999999994+0j),(0.01720433831410674+0.09111175577370612j),(0.009655913233717863-0.0018222351154741224j),(0.009655913233717863-0.0018222351154741224j),(0.009655913233717865-0.0018222351154741224j),(-0.009655913233717865+0.0018222351154741226j)
(45589.018901890195+0j),(-2.651196806759527e-05-0.0001404544262485263j),(0.5+0j),(0.017211640276780488+0.09113041089741371j),(0.00965576719446439-0.0018226082179482745j),(0.009655767194464388-0.0018226082179482743j),(0.009655767194464392-0.001822608217948274j),(-0.00965576719446439+0.001822608217948274j)
(45599.0099009901+0j),(-2.651158491329359e-05-0.00014042152764758166j),(0.5+0j),(0.01721894361895249+0.09114906514119632j),(0.009655621127620953-0.0018229813028239272j),(0.00965562112762095-0.0018229813028239267j),(0.00965562112762095-0.0018229813028239265j),(-0.009655621127620952+0.0018229813028239272j)
(45609.00090009001+0j),(-2.6511201670939264e-05-0.00014038864305890205j),(0.5+0j),(0.017226248340487506+0.09116771850491723j),(0.009655475033190251-0.0018233543700983449j),(0.009655475033190251-0.001823354370098345j),(0.00965547503319025-0.0018233543700983447j),(-0.009655475033190251+0.001823354370098345j)
(45618.991899189925+0j),(-2.6510818340550436e-05-0.00014035577247332046j),(0.5+0j),(0.017233554441250278+0.09118637098843978j),(0.009655328911174993-0.0018237274197687955j),(0.009655328911174994-0.001823727419768796j),(0.009655328911174994-0.0018237274197687955j),(-0.009655328911174996+0.0018237274197687961j)
(45628.98289828983+0j),(-2.6510434922145192e-05-0.0001403229158816778j),(0.49999999999999994+1.3877787807814457e-17j),(0.017240861921105518+0.09120502259162727j),(0.009655182761577886-0.0018241004518325448j),(0.009655182761577888-0.0018241004518325448j),(0.00965518276157789-0.0018241004518325453j),(-0.00965518276157789+0.0018241004518325455j)
(45638.97389738974+0j),(-2.651005141574167e-05-0.00014029007327482314j),(0.5-1.3877787807814457e-17j),(0.017248170779917943+0.09122367331434308j),(0.009655036584401644-0.0018244734662868618j),(0.009655036584401642-0.0018244734662868616j),(0.009655036584401642-0.001824473466286862j),(-0.009655036584401644+0.001824473466286862j)
(45648.964896489655+0j),(-2.650966782135788e-05-0.00014025724464361306j),(0.5+0j),(0.01725548101755221+0.09124232315645052j),(0.009654890379648954-0.0018248464631290102j),(0.009654890379648956-0.0018248464631290104j),(0.009654890379648956-0.0018248464631290104j),(-0.009654890379648957+0.0018248464631290106j)
(45658.95589558956+0j),(-2.650928413901195e-05-0.0001402244299789129j),(0.5000000000000001+0j),(0.017262792633872995+0.09126097211781303j),(0.009654744147322543-0.0018252194423562609j),(0.009654744147322541-0.0018252194423562609j),(0.009654744147322543-0.0018252194423562607j),(-0.009654744147322543+0.0018252194423562609j)
(45668.94689468947+0j),(-2.65089003687219e-05-0.00014019162927159527j),(0.49999999999999994-1.3877787807814457e-17j),(0.017270105628744932+0.09127962019829394j),(0.009654597887425098-0.001825592403965879j),(0.0096545978874251-0.0018255924039658792j),(0.009654597887425101-0.0018255924039658792j),(-0.009654597887425101+0.0018255924039658792j)
(45678.937893789385+0j),(-2.6508516510505804e-05-0.00014015884251254132j),(0.5-1.3877787807814457e-17j),(0.017277420002032653+0.09129826739775675j),(0.009654451599959346-0.0018259653479551353j),(0.009654451599959347-0.0018259653479551351j),(0.009654451599959347-0.0018259653479551353j),(-0.009654451599959347+0.001825965347955135j)
(45688.92889288929+0j),(-2.650813256438171e-05-0.00014012606969263997j),(0.5+0j),(0.017284735753600764+0.09131691371606486j),(0.009654305284927984-0.0018263382743212977j),(0.009654305284927986-0.0018263382743212973j),(0.009654305284927984-0.0018263382743212973j),(-0.009654305284927986+0.0018263382743212975j)
(45698.9198919892+0j),(-2.6507748530367605e-05-0.00014009331080278793j),(0.5+0j),(0.017292052883313848+0.09133555915308174j),(0.009654158942333723-0.0018267111830616348j),(0.009654158942333723-0.0018267111830616348j),(0.009654158942333723-0.0018267111830616348j),(-0.009654158942333724+0.001826711183061635j)
(45708.910891089115+0j),(-2.6507364408481542e-05-0.0001400605658338902j),(0.5+0j),(0.017299371391036465+0.09135420370867083j),(0.00965401257217927-0.0018270840741734164j),(0.009654012572179271-0.0018270840741734166j),(0.009654012572179271-0.0018270840741734166j),(-0.009654012572179271+0.0018270840741734166j)
(45718.90189018902+0j),(-2.650698019874151e-05-0.0001400278347768596j),(0.5+0j),(0.017306691276633156+0.09137284738269562j),(0.009653866174467335-0.0018274569476539118j),(0.009653866174467337-0.0018274569476539122j),(0.009653866174467337-0.0018274569476539125j),(-0.009653866174467337+0.0018274569476539125j)
(45728.89288928893+0j),(-2.6506595901165533e-05-0.0001399951176226169j),(0.5+1.3877787807814457e-17j),(0.01731401253996846+0.09139149017501964j),(0.009653719749200632-0.0018278298035003927j),(0.009653719749200632-0.0018278298035003925j),(0.009653719749200632-0.0018278298035003925j),(-0.009653719749200632+0.0018278298035003932j)
(45738.883888388846+0j),(-2.650621151577157e-05-0.00013996241436209063j),(0.49999999999999994-1.3877787807814457e-17j),(0.01732133518090689+0.09141013208550643j),(0.009653573296381859-0.0018282026417101287j),(0.009653573296381862-0.001828202641710129j),(0.00965357329638186-0.0018282026417101287j),(-0.009653573296381862+0.001828202641710129j)
(45748.87488748875+0j),(-2.650582704257761e-05-0.0001399297249862177j),(0.5+0j),(0.01732865919931292+0.09142877311401952j),(0.00965342681601374-0.0018285754622803902j),(0.009653426816013742-0.0018285754622803904j),(0.009653426816013742-0.0018285754622803904j),(-0.009653426816013744+0.001828575462280391j)
(45758.86588658866+0j),(-2.650544248160162e-05-0.00013989704948594246j),(0.5000000000000001-1.3877787807814457e-17j),(0.017335984595051035+0.0914474132604225j),(0.009653280308098982-0.0018289482652084498j),(0.009653280308098982-0.0018289482652084502j),(0.009653280308098982-0.0018289482652084502j),(-0.00965328030809898+0.00182894826520845j)
(45768.856885688576+0j),(-2.6505057832861538e-05-0.00013986438785221734j),(0.5+1.3877787807814457e-17j),(0.017343311367985673+0.09146605252457889j),(0.009653133772640286-0.0018293210504915776j),(0.009653133772640286-0.0018293210504915778j),(0.009653133772640286-0.0018293210504915776j),(-0.009653133772640286+0.0018293210504915778j)
(45778.84788478848+0j),(-2.6504673096375314e-05-0.0001398317400760028j),(0.49999999999999994+0j),(0.01735063951798126+0.09148469090635228j),(0.009652987209640373-0.0018296938181270456j),(0.009652987209640373-0.0018296938181270456j),(0.009652987209640375-0.0018296938181270456j),(-0.009652987209640375+0.0018296938181270458j)
(45788.83888388839+0j),(-2.6504288272160902e-05-0.00013979910614826715j),(0.5+1.3877787807814457e-17j),(0.017357969044902232+0.09150332840560642j),(0.009652840619101955-0.0018300665681121279j),(0.009652840619101957-0.0018300665681121279j),(0.009652840619101957-0.001830066568112128j),(-0.009652840619101957+0.0018300665681121287j)
(45798.829882988306+0j),(-2.6503903360236218e-05-0.0001397664860599864j),(0.5+0j),(0.017365299948612977+0.09152196502220485j),(0.009652694001027742-0.0018304393004440968j),(0.009652694001027742-0.001830439300444097j),(0.00965269400102774-0.001830439300444097j),(-0.00965269400102774+0.001830439300444097j)
(45808.820882088214+0j),(-2.6503518360619145e-05-0.00013973387980214467j),(0.49999999999999994+1.3877787807814457e-17j),(0.017372632228977836+0.09154060075601117j),(0.009652547355420442-0.0018308120151202228j),(0.009652547355420442-0.0018308120151202226j),(0.009652547355420442-0.0018308120151202232j),(-0.009652547355420444+0.0018308120151202237j)
(45818.81188118812+0j),(-2.6503133273327626e-05-0.00013970128736573383j),(0.49999999999999994+1.3877787807814457e-17j),(0.017379965885861194+0.09155923560688912j),(0.009652400682282772-0.001831184712137782j),(0.009652400682282774-0.0018311847121377817j),(0.009652400682282776-0.0018311847121377824j),(-0.009652400682282776+0.0018311847121377828j)
(45828.80288028803+0j),(-2.6502748098379557e-05-0.0001396687087417537j),(0.5+0j),(0.017387300919127397+0.09157786957470246j),(0.009652253981617454-0.001831557391494049j),(0.009652253981617454-0.0018315573914940487j),(0.009652253981617452-0.0018315573914940491j),(-0.009652253981617452+0.0018315573914940494j)
(45838.793879387944+0j),(-2.65023628357928e-05-0.00013963614392121176j),(0.5+0j),(0.017394637328640758+0.09159650265931481j),(0.009652107253427186-0.0018319300531862961j),(0.009652107253427186-0.0018319300531862966j),(0.009652107253427186-0.0018319300531862961j),(-0.009652107253427186+0.0018319300531862961j)
(45848.78487848785+0j),(-2.650197748558523e-05-0.00013960359289512357j),(0.5000000000000001+0j),(0.017401975114265555+0.09161513486058992j),(0.009651960497714692-0.0018323026972117983j),(0.00965196049771469-0.0018323026972117983j),(0.009651960497714692-0.0018323026972117983j),(-0.009651960497714692+0.0018323026972117983j)
(45858.77587758776+0j),(-2.650159204777471e-05-0.00013957105565451234j),(0.5000000000000001-1.3877787807814457e-17j),(0.01740931427586607+0.0916337661783915j),(0.009651813714482682-0.0018326753235678307j),(0.009651813714482682-0.0018326753235678305j),(0.009651813714482682-0.0018326753235678303j),(-0.00965181371448268+0.0018326753235678303j)
(45868.766876687674+0j),(-2.6501206522379065e-05-0.00013953853219040915j),(0.5000000000000001+0j),(0.017416654813306565+0.09165239661258334j),(0.009651666903733869-0.001833047932251667j),(0.00965166690373387-0.0018330479322516671j),(0.00965166690373387-0.001833047932251667j),(-0.00965166690373387+0.0018330479322516671j)
(45878.75787578758+0j),(-2.6500820909416182e-05-0.0001395060224938531j),(0.49999999999999994+0j),(0.017423996726451278+0.09167102616302922j),(0.009651520065470974-0.0018334205232605845j),(0.009651520065470971-0.0018334205232605843j),(0.009651520065470973-0.0018334205232605845j),(-0.009651520065470974+0.0018334205232605847j)
(45888.74887488749+0j),(-2.6500435208903865e-05-0.00013947352655589083j),(0.49999999999999994+1.3877787807814457e-17j),(0.01743134001516444+0.09168965482959299j),(0.009651373199696712-0.0018337930965918589j),(0.00965137319969671-0.0018337930965918584j),(0.00965137319969671-0.0018337930965918595j),(-0.009651373199696712+0.00183379309659186j)
(45898.739873987404+0j),(-2.6500049420859963e-05-0.0001394410443675768j),(0.49999999999999994+0j),(0.01743868467931026+0.09170828261213838j),(0.009651226306413793-0.001834165652242768j),(0.009651226306413793-0.0018341656522427676j),(0.009651226306413794-0.0018341656522427676j),(-0.009651226306413794+0.001834165652242768j)
(45908.73087308731+0j),(-2.6499663545302266e-05-0.0001394085759199735j),(0.49999999999999994+0j),(0.017446030718752913+0.09172690951052932j),(0.009651079385624942-0.001834538190210587j),(0.009651079385624942-0.0018345381902105868j),(0.009651079385624942-0.0018345381902105866j),(-0.009651079385624942+0.0018345381902105868j)
(45918.72187218722+0j),(-2.6499277582248567e-05-0.00013937612120415102j),(0.5+0j),(0.017453378133356557+0.09174553552462963j),(0.009650932437332869-0.0018349107104925924j),(0.00965093243733287-0.0018349107104925929j),(0.009650932437332869-0.0018349107104925926j),(-0.009650932437332869+0.0018349107104925926j)
(45928.712871287134+0j),(-2.6498891531716666e-05-0.00013934368021118712j),(0.5+0j),(0.01746072692298534+0.09176416065430315j),(0.009650785461540292-0.0018352832130860632j),(0.009650785461540294-0.0018352832130860632j),(0.009650785461540294-0.001835283213086063j),(-0.009650785461540296+0.0018352832130860632j)
(45938.70387038704+0j),(-2.6498505393724344e-05-0.00013931125293216762j),(0.5+0j),(0.01746807708750339+0.09178278489941381j),(0.009650638458249934-0.0018356556979882762j),(0.009650638458249932-0.0018356556979882762j),(0.009650638458249932-0.0018356556979882764j),(-0.009650638458249932+0.0018356556979882764j)
(45948.69486948695+0j),(-2.649811916828936e-05-0.00013927883935818582j),(0.49999999999999994+0j),(0.017475428626774807+0.09180140825982548j),(0.009650491427464502-0.0018360281651965094j),(0.009650491427464502-0.0018360281651965094j),(0.009650491427464504-0.0018360281651965096j),(-0.009650491427464504+0.0018360281651965096j)
(45958.685868586865+0j),(-2.649773285542951e-05-0.00013924643948034303j),(0.5+0j),(0.0174827815406637+0.09182003073540218j),(0.009650344369186728-0.0018364006147080435j),(0.009650344369186726-0.0018364006147080435j),(0.009650344369186726-0.0018364006147080435j),(-0.009650344369186726+0.0018364006147080431j)
(45968.67686768677+0j),(-2.649734645516249e-05-0.000139214053289748j),(0.5+0j),(0.017490135829034106+0.09183865232600771j),(0.009650197283419317-0.0018367730465201541j),(0.009650197283419317-0.0018367730465201546j),(0.009650197283419319-0.0018367730465201544j),(-0.009650197283419319+0.0018367730465201544j)
(45978.66786678668+0j),(-2.649695996750608e-05-0.00013918168077751752j),(0.5+0j),(0.017497491491750096+0.09185727303150618j),(0.009650050170165-0.0018371454606301233j),(0.009650050170165-0.0018371454606301231j),(0.009650050170164999-0.0018371454606301236j),(-0.009650050170165+0.001837145460630124j)
(45988.658865886595+0j),(-2.649657339247799e-05-0.00013914932193477583j),(0.49999999999999994+1.3877787807814457e-17j),(0.017504848528675704+0.0918758928517615j),(0.009649903029426483-0.0018375178570352296j),(0.009649903029426485-0.0018375178570352296j),(0.009649903029426485-0.0018375178570352296j),(-0.009649903029426485+0.0018375178570352302j)
(45998.6498649865+0j),(-2.6496186730095957e-05-0.00013911697675265513j),(0.49999999999999994+1.3877787807814457e-17j),(0.017512206939674937+0.09189451178663771j),(0.0096497558612065-0.0018378902357327536j),(0.009649755861206501-0.0018378902357327539j),(0.009649755861206501-0.001837890235732754j),(-0.009649755861206501+0.0018378902357327545j)
(46008.64086408641+0j),(-2.6495799980377697e-05-0.00013908464522229523j),(0.5-1.3877787807814457e-17j),(0.01751956672461179+0.0919131298359988j),(0.009649608665507764-0.0018382625967199764j),(0.009649608665507764-0.0018382625967199766j),(0.009649608665507764-0.0018382625967199762j),(-0.009649608665507764+0.001838262596719976j)
